X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,outcome
2.79,52460,3318,199,183,1.4,2.59,100,176733,80,4.79,4.79,0,0,12.18,45.91,139.12,325.15,2.6,385,988584,75
13.23,415685,3432,390,328,3.41,4.81,54,259602,40,27.66,36.87,58.32,8.22,9.82,9.82,166.93,396.59,1.5,401,1098783,77
0,6632,988,63,50,1.4,1,2,31804,6,0,0,0,0,2,2,85.4,102.2,2.2,1619,1538554,95
0,150286,1236,248,144,0.4,0.4,3,148238,3,0,0,0,0,0.2,0.2,29.6,45.2,3,1937,1577413,93
0,253911,4983,316,333,3,5.6,1,596257,5,0,0,0,0,8,10,176.6,251.8,1.4,826,994360,76
1.8,26502,1817,128,103,0.4,1.8,0,27641,1,2.4,2.4,0,0,7.2,8.2,19.4,55.8,1,201,1028013,94
28.8,662262,5080,843,736,8.4,6.2,8,507951,25,73.8,148,340.2,2.4,76.8,107.6,445.8,939.8,3,119,1030128,51
0.6,7696,1571,109,85,0.2,0.2,1,57951,1,0.6,1.2,0.6,0,1.2,1.4,16,38.6,1.2,144,1002419,96
0,382504,1973,323,267,5.6,1.6,0,212283,6,0,0,0,0,0,0,268,388.6,3.2,3657,1819877,85
0,224685,541,157,72,1,3,17,246771,18,0,0,0,21.8,0.8,0.8,36.2,83,2.2,4152,1827126,90
0,696743,3420,341,166,0.2,0.2,1,147916,1,0,0,0,0,1,1.4,19.6,203.4,2.6,1341,1395784,89
0,263192,1275,91,65,1.8,1.8,0,102294,2,0,0,0,0,2.61,4.21,156.91,143.29,1.8,6572,1856228,90
8.58,253210,3523,214,149,0.4,0.6,0,121578,1,19.96,25.55,27.15,2,7.78,9.58,45.71,147.31,1,228,1112768,86
3.61,237284,4931,544,254,0.2,0.2,11,187031,12,4.81,4.81,0,0.2,28.46,28.86,36.07,67.33,1.8,377,1007014,85
2.4,40442,2171,220,134,6.81,19.64,2,53040,9,2.4,3.81,10.42,1,10.82,14.83,244.29,443.89,1.8,180,1105772,76
1,26124,2350,249,160,0.8,4.99,5,120519,6,1.2,1,0,1.4,4.79,4.79,33.53,105.19,1.6,449,1089070,88
0,57722,458,51,48,0.4,0.4,0,8820,0,0,0,0,0,5.4,10,37.2,48.8,2,1834,1761584,91
1,133990,3866,245,197,11.18,33.73,0,65861,48,1.2,1.2,0,1.2,4.79,5.99,363.47,688.42,2,315,1092819,61
0,14797,4538,192,166,0.4,0.4,10,46413,12,0,0,0,0,1.2,3.98,40.44,64.74,2,827,990382,86
0,361138,967,126,53,1.6,2.2,0,138354,2,0,0,0,0,16.4,32.4,135.2,192.2,2.2,7329,1876546,89
7.21,154629,2425,124,108,1.2,1.2,1,100614,16,18.84,40.08,56.31,1.2,5.81,7.41,88.98,214.03,1.7,134,1056598,88
0,55069,4165,259,163,0.8,1,0,162071,1,0,0,0,0.2,15,21,64.2,134.2,1.5,424,1001854,84
0,11998,773,71,55,1.4,3.6,1,5884,7,0,0,0,0,0.8,0.8,124.2,141.6,2,6258,1710963,94
7.6,873154,6059,1491,433,5.4,3.6,0,797327,32,118,246.2,1051.2,0.2,26,177.2,245.6,435,6.4,113,1320912,72
0,106551,2648,257,164,0.4,0.6,1,27902,2,0,0,0,0,0.8,1.2,34.87,71.14,2,916,1054447,89
0,77701,609,98,48,1.4,1.8,0,6884,7,0,0,0,0,0.2,0.2,109.4,159.2,2.4,6367,1712043,91
4.4,200195,1021,119,57,0.4,0.4,0,15184,5,11.2,16.8,18.6,8.4,15.6,28.8,27.2,98.8,3.8,139,1732986,83
0,863910,2072,361,203,3.2,9,10,370839,17,0,0,0,1.6,57.8,63.2,129.6,388.6,4,712,1037512,80
0,16587,1652,93,90,1.8,3.2,1,70546,8,0,0,0,0,0.2,0.2,140.2,150,2.8,4961,1671862,91
0,78137,1616,156,60,0.8,0.8,0,43494,1,0,0,0,0,0,0,55,87.4,1.2,375,1753667,92
0,95538,315,26,20,0.2,0.2,1,8984,1,0,0,0,0,0,0,15.6,18.4,1,3233,1846845,97
3.2,191652,1484,257,364,1.4,1.6,0,98350,2,8.8,25.8,45.8,0.2,10.4,15.8,72.6,121,4.2,177,1703526,86
0,77339,2386,164,155,0.2,0.2,29,62093,20,0,0,0,0,0.2,0.2,18,19,2.2,1411,1724984,93
0,817,844,28,33,0.2,0.2,54,11451,40,0,0,0,0,0,0,15.6,16.8,2,4707,1727696,96
0,3024,702,32,37,0.8,2.2,0,22659,1,0,0,0,0,0.4,0.4,53.8,100.6,1,443,992320,96
0,669530,4151,483,196,0.8,2.2,4,439084,10,0,0,0,0,40.32,52.3,66.67,181.04,3.6,860,1031340,78
0,185504,2168,257,161,0.4,0.6,56,46769,39,0,0,0,0.2,3.6,6.6,34,82.2,3.2,986,1058147,90
1.4,168486,4754,440,395,6.4,1.8,1,310473,8,3.2,2.8,0,0.2,1.4,1.4,305.8,556.2,3.6,278,1006816,74
0,2158,253,23,24,0.2,0.2,2,7345,3,0,0,0,0,0.2,0.4,16,17,1,6613,1859304,97
0,5757,1284,134,77,0.2,0.2,0,24018,1,0,0,0,0,0,0,19.76,42.32,1.8,778,1036022,94
0,23130,209,16,28,0.2,0.2,1,27776,2,0,0,0,0,0,0,15.6,16.8,1,8315,1863747,98
0,42976,668,100,126,0.2,0.2,0,105204,0,0,0,0,0,0.2,0.2,17.2,19.4,3,1000,1716696,95
3.8,18899,883,47,52,1,2.6,0,19440,5,4.6,4.2,0,1,2,2.2,56.8,98,1,276,1016429,95
2.4,685449,3443,274,98,11.62,34.87,0,55666,43,2.61,2.61,0,1.4,7.21,7.41,385.17,736.47,3.5,254,1091921,63
1,159831,3579,233,152,2,2,1,134542,11,1,10.2,13.8,1.2,2.8,2.8,81,169.8,3.6,167,1064186,87
0,130868,1999,170,154,2.8,0.8,1,105798,4,0,0,0,0,0.8,1.6,138.8,202.8,1.8,7150,1856408,90
6,119806,1487,167,82,0.2,0.2,59,62598,41,7.2,7.2,0,1.2,6.8,10.2,15.6,85.2,1.7,174,980214,91
0,43745,249,15,24,0.4,1,1,23849,2,0,0,0,0,0.4,0.6,35.8,57.6,1,8355,1864778,97
4.61,514922,2053,321,159,0.4,0.6,72,29391,53,38.68,80.36,230.86,1.4,55.11,103.21,31.66,55.31,2.5,168,1130139,83
3.8,677064,1719,278,121,0.4,0.6,0,53972,2,12.2,18,37.2,1.2,6.4,7.8,44.4,155.6,1.2,206,1125093,87
0,437944,2621,298,138,1.4,1.8,19,411901,29,0,0,0,0,16.6,18,94.2,171.4,4.2,1022,1343950,92
0.2,114263,1512,106,119,0.2,0.2,0,69327,0,0.4,0.4,0,0,10,18.2,15.6,22.2,3.2,337,1703808,90
0,126476,2857,159,132,1.6,3,3,116554,12,0,0,0,0,1.4,2.6,92.8,214.2,2.2,2989,1547434,89
0,10279,195,15,22,0.2,0.2,1,9542,1,0,0,0,0,0.6,1.2,15.6,16.8,1,7738,1882360,98
0,1714,574,41,39,0.2,0.2,0,16923,0,0,0,0,0,0,0,15.8,16.8,2,1053,1763003,93
0,91694,419,41,27,2,2,32,34919,24,0,0,0,0,2.2,3.4,181.2,160.4,1.2,3733,1819309,83
12.33,373711,5275,461,324,6.96,9.15,27,142975,66,39.36,64.61,133.6,3.58,19.28,27.24,423.46,643.14,2.2,227,1284924,74
0,7570,175,16,14,0.2,0.2,2,3624,2,0,0,0,0,0,0,16.2,17.4,1,5059,1828909,98
10.2,510378,2725,214,105,2.2,2.8,5,275208,14,29,67.6,114.6,0.4,37.4,49.6,134.6,302.6,187,76,24,0
0,894427,1376,297,124,0.2,0.2,5,742384,7,0,0,0,152.8,6.2,6.2,28,265.2,1886,86,14,0
8.2,74593,3829,384,272,7.4,9,7,51008,33,15.2,40,103.8,1,4.2,5,313.6,650.6,4.2,175,966250,73
1,208494,3552,372,304,3.99,1.4,0,24924,5,1.2,1.2,0,0.8,3.99,4.59,212.18,406.39,1.2,214,978045,82
0,9987,3438,424,352,0.2,0.2,0,18030,1,0,0,0,0,0.4,0.4,15.6,17.6,2.4,1510,1726141,90
15.4,396942,4871,550,459,9,3,11,31688,35,53.6,110,265.6,1.6,9,36.4,484.6,722.2,160,66,33,0
0,105707,488,55,47,2.2,2.2,0,47856,2,0,0,0,0,2,2,204.41,174.55,2.2,11158,1877659,88
9.58,41757,1131,89,69,0.8,0.4,0,72089,3,16.37,13.17,0,0.6,3.59,3.59,48.7,204.19,1,263,1117493,89
0,25499,1596,148,71,1.4,1.4,0,12712,7,0,0,0,0,1.6,1.6,112.2,160.6,2.4,5735,1730274,91
6.6,209720,4137,197,96,10.2,33.6,1,39281,13,7.4,12.6,9.4,3.8,3.8,3.8,542.6,838,1,226,1032648,62
0,16114,2181,78,86,0.2,0.2,65,88636,47,0,0,0,0,0,0,15.6,17.2,2.4,760,1645581,95
0,30021,3250,137,97,2,3.6,4,7073,13,0,0,0,0.2,2.2,2.2,158.2,249,5,2188,1348486,84
0,43234,2128,197,133,0.6,1.99,1,59314,2,0,0,0,0,7.57,8.37,202.39,106.18,1.5,735,991469,91
2.6,892842,1960,425,161,3.2,6.2,1,246681,5,11,95.6,132,0.4,29.8,58,230.6,336.2,3,214,1757221,80
7.41,103376,2447,285,150,0.8,1.2,64,86067,46,17.23,36.47,51.9,5.61,13.83,21.64,68.54,129.46,2.3,139,1101517,86
0,3865,1670,70,64,0.8,1.2,1,6900,3,0,0,0,0,0.2,0.4,66.67,74.65,1.2,1361,1743170,93
7.6,139387,4170,241,143,5.6,4.4,0,101305,3,35,117,188.6,0.2,1.4,2,247.8,496,1.6,142,1001363,79
0,48107,2296,104,62,1.8,2.2,3,38568,12,0,0,0,0,0.4,0.4,148.6,221.6,2.8,1217,1544565,89
0,75783,495,69,47,2,2,25,34467,18,0,0,0,0,2.4,4.2,162.8,165.2,1,635,1814986,84
4.8,105138,3038,181,143,1.6,1.2,7,29626,20,56.6,97.2,250.8,0.4,14.2,89.4,80.4,190.4,1.5,167,1052509,84
0,161102,3153,274,209,8.6,4.4,0,12945,9,0,0,0,0,1,1,372.2,556.2,2.8,4265,1727141,77
1,722814,2671,136,88,6,17.8,0,19079,7,1.4,5.6,8.4,0,7.8,8.8,218.2,436.2,3,188,1087662,75
0,124713,2361,483,438,1.2,2.2,0,252627,2,0,0,0,0.2,10.6,15.8,86.6,133.4,2.6,646,1380874,84
16.8,168445,4117,159,120,12,35.4,3,64244,66,32.6,48.4,50.4,13.4,5,6,407.4,777,2.4,145,1094560,59
0,111704,1310,87,89,0.6,2.2,47,74598,34,0,0,0,0,10.58,19.76,49.3,79.04,1,616,1073293,92
0,33583,4500,205,142,0.4,0.4,0,31034,5,0,0,0,0,7,12.6,30.6,42,1,719,1076979,89
0,1014,160,8,28,0.2,0.2,0,28847,0,0,0,0,0,0,0,15.6,16.8,1,7571,1877232,98
0,8428,405,74,57,0.2,0.2,27,13321,19,0,0,0,0,0.8,0.8,15.6,16.8,1,397,1742846,96
0,253775,302,57,24,0.2,0.2,0,4639,1,0,0,0,0,0,0,16.03,17.03,1.8,489,1745791,92
0.2,7864,2494,115,124,0.2,0.4,1,20509,3,0.2,0.2,0,0.2,1,1,23.2,32.4,2,1095,1719574,94
0,92333,512,47,44,0.4,0.4,1,23899,1,0,0,0,0,7.2,7.2,38.6,68.6,1,465,982181,97
0,120314,3150,163,108,5.2,3.2,0,18880,5,0,0,0,0.4,0.4,0.4,225.2,341,3.6,744,1749576,82
5.39,83246,3273,225,180,0.6,0.4,71,53705,49,7.19,7.19,0,2.79,3.99,4.59,59.88,74.05,227,82,18,0
12.8,106745,4361,266,219,1,1.2,1,199509,3,31.6,61.6,128.2,1,10.8,19.4,94.8,190.2,1.8,238,1001872,81
0,63813,1948,124,113,0.6,1.2,0,74699,1,0,0,0,0.2,3.19,5.99,45.51,80.84,1,464,1117097,87
0,48540,411,17,21,2,2.2,1,37250,4,0,0,0,0,5.8,11.6,101,140.4,1.2,7785,1879002,94
10.8,222937,3196,280,216,8,22.4,7,137527,15,28.6,42.2,67.6,2,16.6,23.2,297.8,590.4,1.8,181,1076869,70
2,208922,2659,373,331,6.19,1.6,0,20252,8,2.4,2.4,0,0.4,0,0,302,437.92,2,175,1740453,83
0.2,147920,1658,141,80,0.6,1,7,20071,8,0.2,0.2,0,1,28.6,29.2,49.2,204.4,3,557,996139,88
0,368260,3344,172,100,3.6,8,2,143396,18,0,0,0,0,1,1.8,262.8,361.8,5.2,2574,1551755,86
0,15807,203,26,21,0.2,0.2,33,16332,23,0,0,0,0,0,0,16.2,18,1,2642,1771504,96
0,178698,565,74,42,1.8,2,1,115623,3,0,0,0,0,2.8,3.8,186.2,152.6,1,5270,1839325,90
1.8,438647,3412,498,247,1.8,1.2,9,144470,15,17.2,59.8,93,0,62.8,82.8,99,322.2,5.2,452,1298973,77
0,20954,3638,189,170,0.6,1.99,63,238296,49,0,0,0,0,17.33,17.73,37.85,86.06,3.2,1215,1389978,83
0,1300,901,53,57,0.2,0.2,0,20351,0,0,0,0,0,0.2,0.2,15.54,14.94,1.7,447,1041675,98
0,153872,1339,231,140,0.4,0.6,58,122181,54,0,0,0,0,10.6,13,54.8,115.2,5.6,2885,1603096,93
0,523790,513,300,72,0.2,0.2,1,498160,1,0,0,0,0,0.2,0.2,15.6,16.8,2.6,5735,1834579,97
6.01,36597,2595,147,142,1,5.61,0,110466,2,8.02,7.82,0,0.2,1.8,3.01,44.89,119.04,1.7,247,1001614,87
0,317762,1574,92,67,0.4,0.4,1,40053,4,0,0,0,0,0.4,0.4,47.6,75.4,3.6,681,1529123,94
0,81512,5610,273,232,1,0.4,1,61935,6,0,0,0,0,2.6,3.4,55.2,94,5,2599,1379610,87
0.6,10756,283,34,51,0.2,0.2,0,22572,0,0.6,0.6,0,0.4,1.2,1.2,17.56,16.77,1,249,1740794,97
0.2,293863,2584,192,121,1.8,1.8,0,105193,4,0.2,0.2,0,0.4,0.8,1.4,131.6,185.4,3.6,292,1530752,88
0,8530,704,55,51,1.8,2,1,11424,3,0,0,0,0,0.2,0.2,75.8,127.2,1.6,590,1759749,91
0,94748,839,135,174,0.4,0.4,0,34095,1,0,0,0,0,3.8,6,31.4,81,3.2,1353,1716182,93
5,72784,2215,179,112,0.4,0.4,1,88980,3,24.4,44.6,92,1.2,9,13.8,29,81.4,2,136,1051462,90
3.8,8453,817,52,62,0.4,0.4,2,46857,4,6,4.4,0,0.2,0,0,41.4,42.4,2.2,183,1523678,97
0.2,140854,4479,501,189,11,12,20,37224,34,0.2,0.2,0,0.2,0.6,3.2,527.4,976,1,514,1073038,67
6.2,418659,4805,565,701,9,3.2,6,75421,17,18.6,29.8,42,1.2,2.2,2.6,467,695.4,6,333,1439998,68
0.4,44853,408,28,24,2,3.6,0,15881,3,1.2,0.4,0,0.8,1,1.2,148.2,151.4,1.2,6777,1849790,91
0,108705,2349,169,106,2.2,2.2,1,44134,12,0,0,0,0,1.4,1.4,101.2,190.62,3.2,1604,1538354,89
0,37010,1380,81,110,0.6,0.6,4,34884,7,0,0,0,0.2,5.4,6.2,171.4,163.8,4,987,1336469,92
4.19,150755,4798,335,171,0.4,1.8,1,80593,3,7.19,7.98,2.2,0.4,13.57,24.35,35.53,82.24,2,168,1069206,84
2.4,476112,3562,567,527,0.2,0.2,1,460575,9,15.97,42.12,182.63,0,10.58,52.5,15.57,23.35,3.2,153,1394962,89
2.6,162209,1669,169,119,1.4,2.8,3,46829,4,3.6,2.8,0,1.2,5.2,5.8,100.2,169.2,3,331,1104515,91
5.99,441386,1075,146,59,0.4,0.4,1,64385,1,16.77,25.55,36.13,3.59,2.59,4.59,29.34,160.08,1,159,1023106,92
7.4,511866,561,83,26,1.4,1.4,1,34420,3,29.8,90,245.4,0,58.2,115.2,123,267.2,2.6,367,1797285,80
5.4,178028,3648,139,143,0.4,0.6,7,95235,11,10.2,7.6,0,5.4,14.8,15.2,33.8,170.8,2.2,410,1068349,87
0,433947,1129,238,84,0.2,0.2,4,226213,4,0,0,0,0,0.2,0.2,18.8,21.4,4,2551,1581917,95
10.6,243755,2218,222,166,1.4,2.6,4,39063,6,33.6,65.2,151.2,1.8,34.6,37,83.2,194.2,1.5,201,1098210,85
2.81,201569,6369,529,171,0.2,0.2,12,142415,13,4.41,4.41,0,0.8,3.61,3.81,15.23,69.94,1.8,208,1007290,85
0,187273,5112,296,162,0.2,0.2,1,128442,6,0,0,0,0.8,2.4,2.4,21.6,77.6,4,334,1331363,91
0,235811,1976,366,321,1,2.8,2,56167,7,0,0,0,0,3.8,7.6,67,80,3.4,431,1697954,85
0,247883,3599,227,124,0.4,0.4,0,214426,2,0,0,0,0,8.2,12.8,32.8,70.2,3.8,4180,1344790,91
0,20285,465,51,64,1,0.4,0,50349,2,0,0,0,0,0,0,55.51,71.14,1,7515,1867968,96
0,27000,2129,84,76,0.4,0.4,0,23093,1,0,0,0,0.4,0.2,0.2,34.8,34.4,2.2,741,1717045,95
0,199866,4115,247,134,1.2,4,0,106274,3,0,0,0,0,2.6,3.6,68.4,113.8,2.6,3433,1428013,87
13.8,69777,934,96,78,1.6,1.4,15,88143,19,19.2,19.2,0,8,28.4,41.4,70.6,156.6,1,265,991232,89
0,7689,2514,129,73,0.2,0.2,0,24957,0,0,0,0,0,0,0,13,16.8,1.6,1406,1753992,89
0,3516,408,65,43,0.6,0.6,26,5376,17,0,0,0,0,0,0,36.2,46.8,2,389,1717520,96
0,34420,4264,220,156,0.4,0.4,9,51388,12,0,0,0,1,8,12,35.4,51.8,1.7,407,1130074,88
0,1970,539,72,37,0.2,0.2,0,4897,0,0,0,0,0,0,0,15.8,16.8,2.2,1366,1713440,95
0,225802,3763,194,78,2.4,3,4,155227,17,0,0,0,0,9,10.8,205,298.2,4.6,2488,1551186,86
0,3086,2905,80,80,0.2,0.2,1,4895,2,0,0,0,0,1.2,1.2,20.96,20.36,2,619,1443205,98
2.2,11264,1499,148,124,0.4,0.4,2,34108,3,10.4,18.4,51.8,1,10.2,10.8,33.2,70.2,2,158,1085613,93
0.6,322275,1503,113,76,1.8,1.8,45,27068,59,0.6,0.6,0,1.2,6.81,18.24,128.46,251.9,1.8,499,1104940,86
3.41,135267,3268,229,133,0.2,0.2,11,29878,11,5.81,11.22,17.84,0.8,2.61,4.61,17.64,41.48,1,127,981844,92
0,334361,1193,118,38,0.2,0.2,0,11815,0,0,0,0,0,0,0,13,18,4,1284,1712965,96
0,27121,6341,175,155,1.4,1.8,4,7526,6,0,0,0,0,1,1,106,112.6,2.2,647,1447906,85
0,19505,231,23,29,0.2,0.2,1,2909,1,0,0,0,0,1.8,2.61,15.43,20.64,1,7261,1868646,98
0,149808,4815,343,244,6.4,17.4,2,49513,28,0,0,0,0.4,21,25.8,229.8,451.2,3.6,405,1102202,70
0,3357,755,72,47,0.2,0.2,1,10955,1,0,0,0,0,0.2,0.4,21.04,17.64,1.4,1266,1749158,97
7,58479,496,72,67,0.8,2,6,49585,8,11.4,10,0,1.6,2.4,5.2,35.2,39.4,2,207,1719907,93
0.8,66491,1669,134,99,2.81,3.61,26,24147,37,0.8,0.8,0,2.2,4.21,4.21,269.74,351.5,3.2,488,978381,83
2.4,19916,1854,134,241,0.4,0.4,0,22682,2,2.6,2.6,0,0,6.4,7.6,32.2,57.8,4,312,1055160,92
0,329195,2366,338,203,3.8,1.2,0,208622,4,0,0,0,0,0.4,0.4,191.8,280.8,2.8,1961,1759778,87
0.4,818503,6465,508,286,1.4,4.4,12,57953,13,0.6,0.6,0,0,13.8,17,79.4,182.6,2,315,1011723,81
0,132091,984,106,79,5.2,3.2,11,47371,29,0,0,0,0,2,4.4,217.6,419.8,4.8,6101,1707683,87
0.6,216431,3746,162,116,0.4,1,42,126334,29,1,1,0,2.8,1,1.2,30.8,68.2,2.4,330,1015565,90
0,149186,6780,255,145,2.8,3.8,14,69030,28,0,0,0,0.6,4.8,5,249.8,352.8,3.6,864,1642715,74
0,5112,195,13,17,0.2,0.2,28,44704,19,0,0,0,0,0,0,15.6,16.8,1,7480,1865456,98
5.19,2526649,5806,994,164,0.6,1.2,1,37704,10,7.78,9.18,7.19,0.6,18.96,25.55,56.49,231.74,1.2,306,1126339,79
4.6,296312,2389,232,92,2,9.8,0,53188,2,6,11,12.4,0.8,14.2,14.2,139.4,312.4,1.3,171,1037347,82
0,301574,3269,213,106,2.2,2.4,7,22453,10,0,0,0,0,9.78,9.98,162.48,259.68,1,811,973052,84
2.2,53647,1008,72,58,2.2,3.59,0,14442,3,6.99,10.58,17.17,0.2,0,0,162.67,198.4,2.2,211,997396,94
1.6,525401,3416,154,75,0.8,4.6,2,62664,5,8.8,27.4,49.8,0.8,2.8,4,41,98.6,2.8,164,1087301,84
0,134961,1724,206,157,0.4,0.6,0,336338,0,0,0,0,0,0.2,0.2,32.2,40,5.6,1883,1601197,90
0,249412,3395,568,152,2.2,3.4,61,37226,55,0,0,0,0.2,8,15.6,153.8,278.2,2.6,1223,1536299,80
0,235774,1800,174,95,1.2,1.2,1,31673,1,0,0,0,0.2,1.8,1.8,157.72,179.76,2,2559,1051687,90
0,306491,3051,157,115,0.6,0.8,0,69347,3,0,0,0,0,20.2,20.6,46.4,101,4.2,3108,1539470,90
4.2,69387,6890,1054,171,0.6,0.8,13,36569,14,7,7,0,0.2,1,1.4,58.2,68.8,3,254,998522,87
0,44450,421,24,17,1.2,1.2,29,7566,21,0,0,0,0,1,1.6,71.8,103.4,1.2,3313,1847784,94
4.39,137017,1790,127,73,1.8,2.2,0,28650,2,4.79,4.79,0,1.8,31.14,32.93,121.56,219.56,2.2,283,1052872,89
8.2,146138,2405,182,129,0.6,2,5,38456,12,18.6,36.4,63.8,0.6,38.6,45.8,64.2,226.4,2.8,475,988678,86
0,83311,3867,146,104,0.2,0.2,0,21524,0,0,0,0,0,4.6,9.2,15.4,18.4,4.2,667,1638752,92
0,409779,2984,333,357,3.6,7.4,75,343871,175,0,0,0,0.2,3.4,4.2,234.8,356.8,1,799,1124395,80
1.8,1397,304,58,46,0.2,0.2,0,10710,1,2,2,0,0.2,0,0,16.8,20.8,1.2,225,1759638,98
1,134314,2486,284,256,2.6,4.8,0,55197,2,1,3.4,6.2,0.8,3.4,3.8,150.4,223,4,245,1055248,88
0,343010,2845,225,119,5,6.6,6,48285,13,0,0,0,2,4.8,8,226.2,391.8,2.2,526,1007958,76
0,215913,4611,348,166,2.6,4.6,16,85675,33,0,0,0,1.6,10.2,11.8,136.4,359.4,6.4,1134,1304538,77
4.39,133529,5508,436,337,3.59,1.2,6,32417,15,9.98,17.37,23.75,0.4,3.39,3.59,210.98,372.46,164,70,30,0
1.2,83578,1361,142,109,1.2,0.8,35,18388,25,1.2,1.2,0,0.6,4.58,5.18,87.25,112.95,1,233,1113963,90
0,150618,1372,76,68,0.4,1.8,0,119814,3,0,0,0,0,0.2,0.2,75.4,47.8,2.4,1435,1542104,97
0,20466,3017,266,130,0.4,0.4,0,111084,0,0,0,0,0.2,2.2,2.2,33.27,116.03,2.2,521,1023338,91
20.6,121359,2195,171,141,2.4,4.4,9,54590,23,25.4,25.4,0,15.8,19.6,24.4,128.8,218.2,3,195,1295782,83
0,174835,1511,124,78,0.4,0.4,0,149879,24,0,0,0,0.2,27.6,58,34.4,103,3.8,1915,1732395,94
6.96,997168,1949,222,91,1.19,3.98,1,28599,4,7.75,9.54,12.92,0.99,5.17,5.96,76.74,159.44,1.5,235,1082155,87
0,21957,380,47,10,0.4,1.4,2,2478,3,0,0,0,0,0,0,23.75,36.13,1,8507,1862716,98
0,217279,522,148,77,0.2,0.2,0,226751,1,0,0,0,0,8.6,16.8,15.6,27.8,3.6,1485,1754614,93
3.4,35499,1166,143,90,0.2,0.2,1,54499,1,6.2,6.2,0,0.2,1.4,1.4,28.6,25,2.5,277,1068827,90
0,126556,1429,57,49,0.6,1.6,2,58035,3,0,0,0,0.2,1.8,1.8,48.6,145.2,2,897,999174,93
0.6,61049,462,51,35,2,2.6,0,24273,2,0.6,0.6,0,0,0.8,1.2,169.4,162.2,1,355,1813288,83
7,38758,1109,77,121,0.4,0.2,5,90756,6,8.8,8.8,0,2.8,1.4,1.4,22.4,59.6,2.5,327,1059706,95
6,51175,5744,168,190,0.2,0.2,0,189975,1,8.8,8,0,4.4,0.6,0.6,27.4,28.6,1.2,312,1013458,89
23.35,78679,1893,180,146,1,1.4,61,54207,54,59.88,98.6,171.06,0.4,21.76,31.34,76.45,242.32,1.4,177,967460,85
24.4,262631,2335,118,85,1.6,3.4,5,95924,8,41.4,61.2,119.2,10.4,13,16.2,173.8,248.6,3.4,266,1022885,82
0,533415,2904,404,193,6.4,6.4,2,300560,10,0,0,0,0,0.8,1,423,483.8,3.2,8710,1864650,80
5.59,375410,2111,350,336,5.59,3.99,1,225367,14,7.78,19.36,19.96,0.6,13.37,33.33,180.24,314.57,3.5,168,1042622,83
0,138385,2116,279,191,4.59,2.79,60,54700,65,0,0,0,0.2,8.18,11.78,239.92,384.43,2,384,963949,82
16.43,47389,1785,122,96,2.4,2.61,11,47507,14,20.64,27.05,14.83,13.23,16.63,19.04,147.9,255.31,2.2,151,1018783,86
4.19,52549,1301,176,93,1,0.8,1,25910,31,40.52,133.93,272.26,0.2,49.5,67.86,108.78,159.48,2.4,105,1526877,90
0,6700,1858,95,87,0.2,0.2,2,52668,3,0,0,0,0,0,0,15.4,17,2,3174,1657160,95
0,25136,2188,147,86,1.8,1.4,5,25183,7,0,0,0,0,1.4,1.4,85,139.8,1,2919,1051027,89
4,17274,3001,211,129,0.4,1.4,19,51893,20,5.4,5.4,0,0.6,0.8,0.8,23.2,38.2,1.8,174,1128501,90
7.2,270281,2798,169,107,5.6,4.2,0,79436,7,25.8,72,113.8,2.6,5.6,8.8,260,460.2,1.5,198,1011712,82
0,287429,3119,172,178,0.4,0.4,0,357693,0,0,0,0,0,11.8,12,16.4,43.6,2.8,1340,1376870,93
0,343314,332,58,17,0.2,0.2,1,5858,1,0,0,0,0,0,0,15.57,16.97,1.2,7369,1861876,97
0,17577,2113,102,91,2,7.19,6,62010,14,0,0,0,0,0.4,0.6,127.74,212.97,2.6,886,1642807,90
4.8,555730,1809,610,57,2.8,4.4,50,378487,40,6.8,8.6,4.2,1,10.6,21,166.6,262.6,2.6,229,1757285,84
0,6994,185,13,34,0.2,0.2,1,13808,1,0,0,0,0,0,0,15.6,16.8,1,6040,1855672,99
0.2,32404,4036,354,200,0.8,0.8,0,49327,5,0.2,0.2,0,0.2,6.59,9.58,70.86,98.8,1.5,193,974271,88
1.2,277782,1315,160,103,1,1.4,0,69561,5,4.59,40.92,55.89,0.2,8.38,12.97,100.6,235.13,1,152,1086868,88
0,544624,2408,434,188,0.6,0.6,59,738665,41,0,0,0,0,24.2,24.6,30.4,81.4,3.2,565,1042760,88
5.8,643307,2175,397,197,0.2,0.2,17,639374,20,7,7,0,6,5,8.4,31.4,67,1.5,278,1043112,88
0,9224,1500,100,104,0.4,1.4,3,28250,4,0,0,0,0.2,1.4,2.4,23.2,30.6,1,440,1045754,94
0,479808,572,244,62,0.8,1.2,1,384192,1,0,0,0,0,0.8,0.8,61,101.6,2.4,5505,1828306,94
0,20860,1392,137,57,0.2,0.2,1,77843,1,0,0,0,0.2,0.4,0.6,17.8,21.4,1,449,1757496,93
7,218586,3956,433,214,0.4,0.4,1,96722,1,16.6,24.8,111.6,0.6,7,10.2,41.8,103.6,2,130,1030576,83
0,297491,2262,479,120,0.6,1,0,357051,3,0,0,0,0,1,1,52,71.4,2.8,989,1547722,90
0,420930,945,90,75,0.4,0.4,1,85596,2,0,0,0,0,0,0,30.94,46.71,2,637,1073019,92
